,Source,Document,URL,Text,Date
198,BIS Working Papers,Global and domestic financial cycles: variations on a theme,https://www.bis.org/publ/work864.pdf,,11 May 2020
199,BIS Working Papers,Pension contributions and tax-based incentives: evidence from the TCJA,https://www.bis.org/publ/work863.pdf,,08 May 2020
200,BIS Working Papers,On the instability of banking and other financial intermediation,https://www.bis.org/publ/work862.pdf,,08 May 2020
201,BIS Working Papers,"Dealers' insurance, market structure, and liquidity",https://www.bis.org/publ/work861.pdf,,04 May 2020
202,BIS Working Papers,"Dollar invoicing, global value chains, and the business cycle dynamics of international trade",https://www.bis.org/publ/work860.pdf,,28 April 2020
203,BIS Working Papers,Post-crisis international financial regulatory reforms: a primer,https://www.bis.org/publ/work859.pdf,,23 April 2020
204,BIS Working Papers,The Janus face of bank geographic complexity,https://www.bis.org/publ/work858.pdf,,20 April 2020
205,BIS Working Papers,International bank lending and corporate debt structure,https://www.bis.org/publ/work857.pdf,,17 April 2020
206,BIS Working Papers,Volatility spillovers and capital buffers among the G-SIBs,https://www.bis.org/publ/work856.pdf,,14 April 2020
207,BIS Working Papers,Does the liquidity trap exist?,https://www.bis.org/publ/work855.pdf,,08 April 2020
208,BIS Working Papers,Bank Funding Cost and Liquidity Supply Regimes,https://www.bis.org/publ/work854.pdf,,06 April 2020
209,BIS Working Papers,Home sweet host: Prudential and monetary policy spillovers through global banks,https://www.bis.org/publ/work853.pdf,,06 April 2020
210,BIS Working Papers,Average inflation targeting and the interest rate lower bound,https://www.bis.org/publ/work852.pdf,,02 April 2020
211,BIS Working Papers,Central bank swaps then and now: swaps and dollar liquidity in the 1960s,https://www.bis.org/publ/work851.pdf,,01 April 2020
212,BIS Working Papers,The impact of unconventional monetary policies on retail lending and deposit rates in the euro area,https://www.bis.org/publ/work850.pdf,,31 March 2020
213,BIS Working Papers,Reserve management and sustainability: the case for green bonds?,https://www.bis.org/publ/work849.pdf,,30 March 2020
214,BIS Working Papers,Implications of negative interest rates for the net interest margin and lending of euro area banks,https://www.bis.org/publ/work848.pdf,,18 March 2020
215,BIS Working Papers,"The dollar, bank leverage and real economic activity: an evolving relationship",https://www.bis.org/publ/work847.pdf,,17 March 2020
216,BIS Working Papers,Financial Crises and Innovation,https://www.bis.org/publ/work846.pdf,,05 March 2020
217,BIS Working Papers,"Foreign banks, liquidity shocks, and credit stability",https://www.bis.org/publ/work845.pdf,,03 March 2020
218,BIS Working Papers,Variability in risk-weighted assets: what does the market think?,https://www.bis.org/publ/work844.pdf,,25 February 2020
219,BIS Working Papers,"Dollar borrowing, firm-characteristics, and FX-hedged funding opportunities",https://www.bis.org/publ/work843.pdf,,13 February 2020
220,BIS Working Papers,Do credit card companies screen for behavioural biases?,https://www.bis.org/publ/work842.pdf,,12 February 2020
221,BIS Working Papers,On fintech and financial inclusion,https://www.bis.org/publ/work841.pdf,,12 February 2020
222,BIS Working Papers,Operational and cyber risks in the financial sector,https://www.bis.org/publ/work840.pdf,,11 February 2020
223,BIS Working Papers,Corporate investment and the exchange rate: The financial channel,https://www.bis.org/publ/work839.pdf,,04 February 2020
224,BIS Working Papers,The economic forces driving fintech adoption across countries,https://www.bis.org/publ/work838.pdf,,04 February 2020
225,BIS Working Papers,Bad bank resolutions and bank lending,https://www.bis.org/publ/work837.pdf,,24 January 2020
226,BIS Working Papers,FX spot and swap market liquidity spillovers,https://www.bis.org/publ/work836.pdf,,13 January 2020
227,BIS Working Papers,The cost of steering in financial markets: evidence from the mortgage market,https://www.bis.org/publ/work835.pdf,,19 December 2019
228,BIS Working Papers,How do machine learning and non-traditional data affect credit scoring? New evidence from a Chinese fintech firm,https://www.bis.org/publ/work834.pdf,,19 December 2019
229,BIS Working Papers,Central counterparty exposure in stressed markets,https://www.bis.org/publ/work833.pdf,,18 December 2019
230,BIS Working Papers,"Hedger of Last Resort: Evidence from Brazilian FX Interventions, Local Credit and Global Financial Cycles",https://www.bis.org/publ/work832.pdf,,18 December 2019
231,BIS Working Papers,Believing in bail-in? Market discipline and the pricing of bail-in bonds,https://www.bis.org/publ/work831.pdf,,17 December 2019
232,BIS Working Papers,De jure benchmark bonds,https://www.bis.org/publ/work830.pdf,,17 December 2019
233,BIS Working Papers,Central banking in challenging times,https://www.bis.org/publ/work829.pdf,,17 December 2019
234,BIS Working Papers,The currency composition of foreign exchange reserves,https://www.bis.org/publ/work828.pdf,,13 December 2019
235,BIS Working Papers,Bank loan supply during crises: the importance of geographic diversification,https://www.bis.org/publ/work827.pdf,,11 December 2019
236,BIS Working Papers,The cost of clearing fragmentation,https://www.bis.org/publ/work826.pdf,,11 December 2019
237,BIS Working Papers,Examining macroprudential policy and its macroeconomic effects - some new evidence,https://www.bis.org/publ/work825.pdf,,11 December 2019
238,BIS Working Papers,Spread the Word: International Spillovers from Central Bank Communication,https://www.bis.org/publ/work824.pdf,,02 December 2019
239,BIS Working Papers,"Unintended side effects: stress tests, entrepreneurship, and innovation",https://www.bis.org/publ/work823.pdf,,22 November 2019
240,BIS Working Papers,China's Shadow Banking: Bank's Shadow and Traditional Shadow Banking,https://www.bis.org/publ/work822.pdf,,08 November 2019
241,BIS Working Papers,What do almost 20 years of micro data and two crises say about the relationship between central bank and interbank market liquidity? Evidence from Italy,https://www.bis.org/publ/work821.pdf,,04 November 2019
242,BIS Working Papers,Policy Uncertainty and Bank Mortgage Credit,https://www.bis.org/publ/work820.pdf,,16 October 2019
243,BIS Working Papers,Dollar and Exports,https://www.bis.org/publ/work819.pdf,,14 October 2019
244,BIS Working Papers,Predicting recessions: financial cycle versus term spread,https://www.bis.org/publ/work818.pdf,,11 October 2019
245,BIS Working Papers,Monetary policy hysteresis and the financial cycle,https://www.bis.org/publ/work817.pdf,,03 October 2019
246,BIS Working Papers,The reaction function channel of monetary policy and the financial cycle,https://www.bis.org/publ/work816.pdf,,02 October 2019
247,BIS Working Papers,Fragmentation in global financial markets: good or bad for financial stability?,https://www.bis.org/publ/work815.pdf,,01 October 2019
248,BIS Working Papers,"Interest rate spillovers from the United States: expectations, term premia and macro-financial vulnerabilities",https://www.bis.org/publ/work814.pdf,,27 September 2019
249,BIS Working Papers,Modelling yields at the lower bound through regime shifts,https://www.bis.org/publ/work813.pdf,,24 September 2019
250,BIS Working Papers,Steady-state growth,https://www.bis.org/publ/work812.pdf,,20 September 2019
251,BIS Working Papers,Embedded supervision: how to build regulation into blockchain finance,https://www.bis.org/publ/work811.pdf,,16 September 2019
252,BIS Working Papers,Spillovers of funding dry ups,https://www.bis.org/publ/work810.pdf,,04 September 2019
253,BIS Working Papers,Inflation expectations anchoring: new insights from micro evidence of a survey at high-frequency and of distributions,https://www.bis.org/publ/work809.pdf,,04 September 2019
254,BIS Working Papers,A disaster under-(re)insurance puzzle: Home bias in disaster risk-bearing,https://www.bis.org/publ/work808.pdf,,30 August 2019
255,BIS Working Papers,Bank intermediation activity in a low interest rate environment,https://www.bis.org/publ/work807.pdf,,30 August 2019
256,BIS Working Papers,Geographic spread of currency trading: the renminbi and other EM currencies,https://www.bis.org/publ/work806.pdf,,27 August 2019
257,BIS Working Papers,Exchange rate puzzles: evidence from rigidly fixed nominal exchange rate systems,https://www.bis.org/publ/work805.pdf,,09 August 2019
258,BIS Working Papers,Un)conventional policy and the effective lower bound,https://www.bis.org/publ/work804.pdf,,09 August 2019
259,BIS Working Papers,Determinants of credit growth and the bank-lending channel in Peru: A loan level analysis,https://www.bis.org/publ/work803.pdf,,31 July 2019
260,BIS Working Papers,A loan-level analysis of bank lending in Mexico,https://www.bis.org/publ/work802.pdf,,31 July 2019
261,BIS Working Papers,The internationalization of domestic banks and the credit channel: an empirical assessment,https://www.bis.org/publ/work801.pdf,,31 July 2019
262,BIS Working Papers,Banks' business model and credit supply in Chile: the role of a state-owned bank,https://www.bis.org/publ/work800.pdf,,31 July 2019
263,BIS Working Papers,Monetary policy surprises and employment: evidence from matched bank-firm loan data on the bank lending-channel,https://www.bis.org/publ/work799.pdf,,31 July 2019
264,BIS Working Papers,How do bank-specific characteristics affect lending? New evidence based on credit registry data from Latin America,https://www.bis.org/publ/work798.pdf,,31 July 2019
265,BIS Working Papers,"Monetary policy spillovers, capital controls and exchange rate flexibility, and the financial channel of exchange rates",https://www.bis.org/publ/work797.pdf,,25 July 2019
266,BIS Working Papers,Measuring contagion risk in international banking,https://www.bis.org/publ/work796.pdf,,15 July 2019
267,BIS Working Papers,Unintended consequences of unemployment insurance benefits: the role of banks,https://www.bis.org/publ/work795.pdf,,11 July 2019
268,BIS Working Papers,Why have interest rates fallen far below the return on capital,https://www.bis.org/publ/work794.pdf,,09 July 2019
269,BIS Working Papers,Global real rates: a secular approach,https://www.bis.org/publ/work793.pdf,,04 July 2019
270,BIS Working Papers,Is the financial system sufficiently resilient: a research programme and policy agenda,https://www.bis.org/publ/work792.pdf,,04 July 2019
